cell,g_cell
SDFCNQD1,g_SDFCNQ
SDFCNQD1HVT,g_SDFCNQ
SDFCNQD1P33HVT,g_SDFCNQ
SDFCNQD1T6,g_SDFCNQ
SDFCNQD2,g_SDFCNQ
SDFCNQD2LVT,g_SDFCNQ
SDFCNQD2T6,g_SDFCNQ
SDFCNQD4HVT,g_SDFCNQ
SDFCNQD4T6,g_SDFCNQ
SDFCNQDTD1HVT,g_SDFCNQ
SDFCNQDTD2HVT,g_SDFCNQ
SDFCNQDTD4HVT,g_SDFCNQ
SDFCNQLPD1HVT,g_SDFCNQ
SDFCNQLPD1T6,g_SDFCNQ
SDFCNQMDD12T6,g_SDFCNQ
SDFCNQMDD1T6,g_SDFCNQ
SDFCNQMDD2T6,g_SDFCNQ
SDFCNQMDD2T6HLT_S,g_SDFCNQ
SDFCNQMDD2T6SB,g_SDFCNQ
SDFCNQMDD2T6VHT_S,g_SDFCNQ
SDFCNQMDD2T6_S,g_SDFCNQ
SDFCNQMDD4T6,g_SDFCNQ
SDFCNQMDD8T6,g_SDFCNQ
SDFCNQSC2SE1D1HVT,g_SDFCNQ
SDFCNQSC2SE1D1T6,g_SDFCNQ
SDFCNQSC2SE1D2T6,g_SDFCNQ
SDFCNQSC2SE1LPD1T6,g_SDFCNQ
SDFCNQSC2SE1SI1D1,g_SDFCNQ
SDFCNQSC2SE1SI1D1HVT,g_SDFCNQ
SDFCNQSC2SE1SI1D2T6,g_SDFCNQ
SDFCNQSC2SE1SI1DTD1HVT,g_SDFCNQ
SDFCNQSC2SE1SI1LPD1T6,g_SDFCNQ
SDFCNQSC2SE1SI1SSD1HVT,g_SDFCNQ
SDFCNQSC2SE1SI1SSD1T6,g_SDFCNQ
SDFCNQSC2SE1SI1SSD1T6HVT,g_SDFCNQ
SDFCNQSC2SE1SSD1T6,g_SDFCNQ
SDFCNQSC4SE1D1,g_SDFCNQ
SDFCNQSC4SE1D1HVT,g_SDFCNQ
SDFCNQSC4SE1LPD1T6,g_SDFCNQ
SDFCNQSC4SE1SI1D1HVT,g_SDFCNQ
SDFCNQSC4SE1SI1D1T6,g_SDFCNQ
SDFCNQSC4SE1SI1LPD1HVT,g_SDFCNQ
SDFCNQSC4SE1SI1LPD1T6,g_SDFCNQ
SDFCNQSRLPD1HVT,g_SDFCNQ
SDFCNQSRLPD1T6,g_SDFCNQ
SDFCNQSSD1HVT,g_SDFCNQ
SDFCNQSSD1T6,g_SDFCNQ
SDFCNQSSD1T6HVT,g_SDFCNQ
SDFCSND2SB,g_SDFCSN
SDFCSND2T6HLT_S,g_SDFCSN
SDFCSND2T6SB,g_SDFCSN
SDFCSND2T6VHT_S,g_SDFCSN
SDFCSND2_S,g_SDFCSN
SDFD0P67,g_SDF
SDFD1,g_SDF
SDFD1HVT,g_SDF
SDFD1T6,g_SDF
SDFD2,g_SDF
SDFD2T6,g_SDF
SDFD4,g_SDF
SDFD4T6,g_SDF
SDFD8,g_SDF
SDFLPD1HVT,g_SDF
SDFLPD1T6,g_SDF
SDFMDD1T6,g_SDF
SDFMDD2T6,g_SDF
SDFMDD4T6,g_SDF
SDFMDD8T6,g_SDF
SDFNCNQD1,g_SDFNCNQ
SDFNCNQD1HVT,g_SDFNCNQ
SDFNCNQD2,g_SDFNCNQ
SDFNCNQD2HVT,g_SDFNCNQ
SDFNCNQD2T6,g_SDFNCNQ
SDFNCNQMDD4HVT,g_SDFNCNQ
SDFND1,g_SDFN
SDFND1HVT,g_SDFN
SDFND1T6,g_SDFN
SDFND2T6,g_SDFN
SDFNQD1T6,g_SDFNQ
SDFNQD2T6,g_SDFNQ
SDFQD0P67,g_SDFQ
SDFQD1,g_SDFQ
SDFQD1HVT,g_SDFQ
SDFQD1P33,g_SDFQ
SDFQD1T6,g_SDFQ
SDFQD2,g_SDFQ
SDFQD2T6,g_SDFQ
SDFQD4,g_SDFQ
SDFQD4T6,g_SDFQ
SDFQD8,g_SDFQ
SDFQGCP0D1T6,g_SDFQ
SDFQGCPD1T6,g_SDFQ
SDFQHDD1T6,g_SDFQ
SDFQHDD2T6,g_SDFQ
SDFQHDLPD1HVT,g_SDFQ
SDFQHDLPD1T6,g_SDFQ
SDFQHDLPD2T6,g_SDFQ
SDFQHDLPD3T6,g_SDFQ
SDFQHDSRLPD1T6,g_SDFQ
SDFQHDSRLPD2T6,g_SDFQ
SDFQHSD2T6,g_SDFQ
SDFQHSD4T6,g_SDFQ
SDFQLPD1HVT,g_SDFQ
SDFQLPD1P33HVT,g_SDFQ
SDFQLPD1T6,g_SDFQ
SDFQLPD2T6,g_SDFQ
SDFQLPD3T6,g_SDFQ
SDFQMDD12T6,g_SDFQ
SDFQMDD1T6,g_SDFQ
SDFQMDD2T6,g_SDFQ
SDFQMDD4T6,g_SDFQ
SDFQMDD8T6,g_SDFQ
SDFQND1,g_SDFQ
SDFQND1T6,g_SDFQN
SDFQND2,g_SDFQ
SDFQND2T6,g_SDFQN
SDFQND4T6,g_SDFQN
SDFQNHSD2T6,g_SDFQN
SDFQNHSD4T6,g_SDFQN
SDFQNLPD1T6,g_SDFQN
SDFQNMDD12T6,g_SDFQN
SDFQNMDD1T6,g_SDFQN
SDFQNMDD2T6,g_SDFQN
SDFQNMDD4T6,g_SDFQN
SDFQNMDD8T6,g_SDFQN
SDFQNSC2SE1D1T6,g_SDFQN
SDFQNSC2SE1SI1D1T6,g_SDFQN
SDFQSC2SE1D1T6,g_SDFQ
SDFQSC2SE1D2T6,g_SDFQ
SDFQSC2SE1D4T6,g_SDFQ
SDFQSC2SE1HDD1HVT,g_SDFQ
SDFQSC2SE1HDD1T6,g_SDFQ
SDFQSC2SE1HDD2T6,g_SDFQ
SDFQSC2SE1HDLPD1T6,g_SDFQ
SDFQSC2SE1HDLPD2T6,g_SDFQ
SDFQSC2SE1HDLPD3T6,g_SDFQ
SDFQSC2SE1HDSRLPD1T6,g_SDFQ
SDFQSC2SE1HDSRLPD2T6,g_SDFQ
SDFQSC2SE1HSD2T6,g_SDFQ
SDFQSC2SE1HSD4T6,g_SDFQ
SDFQSC2SE1LPD1T6,g_SDFQ
SDFQSC2SE1LPD2T6,g_SDFQ
SDFQSC2SE1LPD3T6,g_SDFQ
SDFQSC2SE1MDD1T6,g_SDFQ
SDFQSC2SE1MDD2T6,g_SDFQ
SDFQSC2SE1MDD4T6,g_SDFQ
SDFQSC2SE1SI1D1T6,g_SDFQ
SDFQSC2SE1SI1D2T6,g_SDFQ
SDFQSC2SE1SI1D4T6,g_SDFQ
SDFQSC2SE1SI1HDD1T6,g_SDFQ
SDFQSC2SE1SI1HDD2T6,g_SDFQ
SDFQSC2SE1SI1HDLPD1T6,g_SDFQ
SDFQSC2SE1SI1HDLPD2T6,g_SDFQ
SDFQSC2SE1SI1HDLPD3T6,g_SDFQ
SDFQSC2SE1SI1HDSRLPD1T6,g_SDFQ
SDFQSC2SE1SI1HDSRLPD2T6,g_SDFQ
SDFQSC2SE1SI1HSD2T6,g_SDFQ
SDFQSC2SE1SI1HSD4T6,g_SDFQ
SDFQSC2SE1SI1LPD1T6,g_SDFQ
SDFQSC2SE1SI1LPD2T6,g_SDFQ
SDFQSC2SE1SI1LPD3T6,g_SDFQ
SDFQSC2SE1SI1MDD1T6,g_SDFQ
SDFQSC2SE1SI1MDD2T6,g_SDFQ
SDFQSC2SE1SI1MDD4T6,g_SDFQ
SDFQSC2SE1SI1SRLPD1T6,g_SDFQ
SDFQSC2SE1SI1SRLPD2T6,g_SDFQ
SDFQSC2SE1SI1SRLPD3T6,g_SDFQ
SDFQSC2SE1SI1SSD1T6,g_SDFQ
SDFQSC2SE1SI1SSD2T6,g_SDFQ
SDFQSC2SE1SI1SSLPD1T6,g_SDFQ
SDFQSC2SE1SI1SSSRLPD1T6,g_SDFQ
SDFQSC2SE1SRLPD1T6,g_SDFQ
SDFQSC2SE1SRLPD2T6,g_SDFQ
SDFQSC2SE1SRLPD3T6,g_SDFQ
SDFQSC2SE1SSD1T6,g_SDFQ
SDFQSC2SE1SSD2T6,g_SDFQ
SDFQSC2SE1SSLPD1T6,g_SDFQ
SDFQSC2SE1SSSRLPD1T6,g_SDFQ
SDFQSC4SE1D1T6,g_SDFQ
SDFQSC4SE1D2T6,g_SDFQ
SDFQSC4SE1D4T6,g_SDFQ
SDFQSC4SE1HDD1HVT,g_SDFQ
SDFQSC4SE1HDD1T6,g_SDFQ
SDFQSC4SE1HDD2T6,g_SDFQ
SDFQSC4SE1HDLPD1T6,g_SDFQ
SDFQSC4SE1HDLPD2T6,g_SDFQ
SDFQSC4SE1HDLPD3T6,g_SDFQ
SDFQSC4SE1HDSRLPD1T6,g_SDFQ
SDFQSC4SE1HDSRLPD2T6,g_SDFQ
SDFQSC4SE1LPD1T6,g_SDFQ
SDFQSC4SE1LPD2T6,g_SDFQ
SDFQSC4SE1LPD3T6,g_SDFQ
SDFQSC4SE1SI1D1T6,g_SDFQ
SDFQSC4SE1SI1D2T6,g_SDFQ
SDFQSC4SE1SI1D4T6,g_SDFQ
SDFQSC4SE1SI1HDD1HVT,g_SDFQ
SDFQSC4SE1SI1HDD1T6,g_SDFQ
SDFQSC4SE1SI1HDD2T6,g_SDFQ
SDFQSC4SE1SI1HDLPD1T6,g_SDFQ
SDFQSC4SE1SI1HDLPD2T6,g_SDFQ
SDFQSC4SE1SI1HDLPD3T6,g_SDFQ
SDFQSC4SE1SI1HDSRLPD1T6,g_SDFQ
SDFQSC4SE1SI1HDSRLPD2T6,g_SDFQ
SDFQSC4SE1SI1LPD1T6,g_SDFQ
SDFQSC4SE1SI1LPD2T6,g_SDFQ
SDFQSC4SE1SI1LPD3T6,g_SDFQ
SDFQSC4SE1SI1SRLPD1T6,g_SDFQ
SDFQSC4SE1SI1SRLPD2T6,g_SDFQ
SDFQSC4SE1SI1SRLPD3T6,g_SDFQ
SDFQSC4SE1SI1SSD1T6,g_SDFQ
SDFQSC4SE1SI1SSD2T6,g_SDFQ
SDFQSC4SE1SI1SSLPD1T6,g_SDFQ
SDFQSC4SE1SI1SSSRLPD1T6,g_SDFQ
SDFQSC4SE1SRLPD1T6,g_SDFQ
SDFQSC4SE1SRLPD2T6,g_SDFQ
SDFQSC4SE1SRLPD3T6,g_SDFQ
SDFQSC4SE1SSD1T6,g_SDFQ
SDFQSC4SE1SSD2T6,g_SDFQ
SDFQSC4SE1SSLPD1T6,g_SDFQ
SDFQSC4SE1SSSRLPD1T6,g_SDFQ
SDFQSRLPD1T6,g_SDFQ
SDFQSRLPD2T6,g_SDFQ
SDFQSRLPD3T6,g_SDFQ
SDFQSSD1T6,g_SDFQ
SDFQSSD2,g_SDFQ
SDFQSSLPD1T6,g_SDFQ
SDFQSSSRLPD1T6,g_SDFQ
SDFSC2SE1D1T6,g_SDF
SDFSC2SE1D2T6,g_SDF
SDFSC2SE1SI1D1T6,g_SDF
SDFSC2SE1SI1D2T6,g_SDF
SDFSNQD1,g_SDFSNQ
SDFSNQD1HVT,g_SDFSNQ
SDFSNQD1T6,g_SDFSNQ
SDFSNQD2,g_SDFSNQ
SDFSNQD2T6,g_SDFSNQ
SDFSNQD4,g_SDFSNQ
SDFSNQD4HVT,g_SDFSNQ
SDFSNQD4T6,g_SDFSNQ
SDFSNQDTD1HVT,g_SDFSNQ
SDFSNQMDD12T6,g_SDFSNQ
SDFSNQMDD2T6,g_SDFSNQ
SDFSNQMDD4,g_SDFSNQ
SDFSNQMDD8T6,g_SDFSNQ
SDFSNQSC2SE1D1,g_SDFSNQ
SDFSNQSC2SE1D1HVT,g_SDFSNQ
SDFSNQSC2SE1SI1D1,g_SDFSNQ
SDFSNQSC2SE1SI1D1HVT,g_SDFSNQ
SDFSRLPD1T6,g_SDF
SEDFCND1T6,g_SEDFCN
SEDFCND2,g_SEDFCN
SEDFCND4T6,g_SEDFCN
SEDFD1,g_SEDF
SEDFD1T6,g_SEDF
SEDFD2,g_SEDF
SEDFD4,g_SEDF
SEDFQD1,g_SEDFQ
SEDFQD2,g_SEDFQ
SEDFQD4,g_SEDFQ
SEDFQHSD12T6,g_SEDFQ
SEDFQHSD2T6,g_SEDFQ
SEDFQHSD4T6,g_SEDFQ
SEDFQHSD8T6,g_SEDFQ
SEDFQSC2SE1D1T6,g_SEDFQ
SEDFQSC2SE1SI1D1T6,g_SEDFQ
XNR2CS1D0P67HVT,g_XNR2
XNR2CS1D1HVT,g_XNR2
XNR2CS2D0P67,g_XNR2
XNR2CS2D0P67HVT,g_XNR2
XNR2CS2D1HVT,g_XNR2
XNR2CS2D2HVT,g_XNR2
XNR2CS3D0P67HVT,g_XNR2
XNR2CS3D1,g_XNR2
XNR2CS3D1HVT,g_XNR2
XNR2CS3D2HVT,g_XNR2
XNR2D0P67,g_XNR2
XNR2D0P67HVT,g_XNR2
XNR2D1,g_XNR2
XNR2D1HVT,g_XNR2
XNR2D1T6,g_XNR2
XNR2D2,g_XNR2
XNR2D2HVT,g_XNR2
XNR2D2T6,g_XNR2
XNR2D4,g_XNR2
XNR2D8,g_XNR2
XNR3CS1D0P67HVT,g_XNR3
XNR3CS2D1HVT,g_XNR3
XNR3CS3D0P67HVT,g_XNR3
XNR3D0P67HVT,g_XNR3
XNR3D1,g_XNR3
XNR3D1T6,g_XNR3
XOR2CS1D0P67,g_XOR2
XOR2CS1D0P67HVT,g_XOR2
XOR2CS1D1HVT,g_XOR2
XOR2CS1D2,g_XOR2
XOR2CS1D2HVT,g_XOR2
XOR2CS1D2_S,g_XOR2
XOR2CS2D0P67,g_XOR2
XOR2CS2D0P67HVT,g_XOR2
XOR2CS2D1HVT,g_XOR2
XOR2CS2D2HVT,g_XOR2
XOR2CS2D2_S,g_XOR2
XOR2CS2D4,g_XOR2
XOR2CS2D4HVT,g_XOR2
XOR2CS3D0P67,g_XOR2
XOR2CS3D0P67HVT,g_XOR2
XOR2CS3D1,g_XOR2
XOR2CS3D1HVT,g_XOR2
XOR2CS3D2HVT,g_XOR2
XOR2CS3D2_S,g_XOR2
XOR2D0P67,g_XOR2
XOR2D0P67HVT,g_XOR2
XOR2D1,g_XOR2
XOR2D1HVT,g_XOR2
XOR2D1T6,g_XOR2
XOR2D2,g_XOR2
XOR2D2HVT,g_XOR2
XOR2D2T6,g_XOR2
XOR2D2_S,g_XOR2
XOR2D4,g_XOR2
XOR3CS1D0P67HVT,g_XOR3
XOR3CS1D1HVT,g_XOR3
XOR3CS2D0P67HVT,g_XOR3
XOR3CS2D1HVT,g_XOR3
XOR3CS3D0P67HVT,g_XOR3
XOR3CS3D1HVT,g_XOR3
XOR3D0P67HVT,g_XOR3
XOR3D1,g_XOR3
XOR3D1T6,g_XOR3
XOR3HDD0P67,g_XOR3
XOR3HDD1,g_XOR3
